1	1	1	250.55	95.235	12.474	22.376
1	2	1	238.8	97.507	12.84	19.565
2	1	1	251.07	95.258	12.429	22.308
2	2	1	239.31	97.558	12.84	19.565
3	1	1	251.59	95.28	12.384	22.24
3	2	1	239.82	97.609	12.84	19.565
4	1	1	252.11	95.303	12.338	22.172
4	2	1	240.33	97.66	12.84	19.565
5	1	1	252.63	95.326	12.293	22.104
5	2	1	240.84	97.711	12.84	19.565
6	1	1	253.15	95.348	12.248	22.036
6	2	1	241.35	97.762	12.84	19.565
7	1	1	253.67	95.371	12.203	21.968
7	2	1	241.86	97.813	12.84	19.565
8	1	1	254.19	95.394	12.157	21.9
8	2	1	242.37	97.864	12.84	19.565
9	1	1	254.71	95.416	12.112	21.832
9	2	1	242.88	97.915	12.84	19.565
10	1	1	255.24	95.439	12.067	21.765
10	2	1	243.33	98.009	12.84	19.455
11	1	1	255.95	95.337	12.067	21.765
11	2	1	243.79	98.103	12.84	19.346
12	1	1	256.66	95.235	12.067	21.765
12	2	1	244.24	98.197	12.84	19.236
13	1	1	257.38	95.133	12.067	21.765
13	2	1	244.7	98.291	12.84	19.126
14	1	1	258.09	95.031	12.067	21.765
14	2	1	245.15	98.385	12.84	19.016
15	1	1	258.8	94.929	12.067	21.765
15	2	1	245.61	98.479	12.84	18.907
16	1	1	259.52	94.828	12.067	21.765
16	2	1	246.06	98.573	12.84	18.797
17	1	1	260.23	94.726	12.067	21.765
17	2	1	246.52	98.668	12.84	18.687
17	3	1	0.084868	94.306	15.73	40.779
17	4	1	0.57717	89.606	16.306	44.838
18	1	1	260.94	94.624	12.067	21.765
18	2	1	246.97	98.762	12.84	18.577
18	3	1	1.2495	94.341	15.73	40.779
18	4	1	2.0156	89.559	16.306	44.421
19	1	1	261.66	94.522	12.067	21.765
19	2	1	247.43	98.856	12.84	18.468
19	3	1	2.414	94.377	15.73	40.779
19	4	1	3.4539	89.513	16.306	44.003
20	1	1	262.37	94.42	12.067	21.765
20	2	1	247.88	98.95	12.84	18.358
20	3	1	3.5786	94.412	15.73	40.779
20	4	1	4.8923	89.467	16.306	43.586
21	2	1	248.33	99.044	12.84	18.248
21	3	1	4.7432	94.447	15.73	40.779
21	4	1	6.3307	89.42	16.306	43.168
22	2	1	248.79	99.138	12.84	18.138
22	3	1	5.9078	94.483	15.73	40.779
22	4	1	7.7691	89.374	16.306	42.75
23	2	1	249.29	99.198	12.84	18.067
23	3	1	7.0724	94.518	15.73	40.779
23	4	1	9.2075	89.327	16.306	42.333
24	2	1	249.8	99.258	12.84	17.995
24	3	1	7.3688	94.645	17.297	40.567
24	4	1	9.9632	89.407	17.261	42.015
25	2	1	250.3	99.318	12.84	17.923
25	3	1	7.6653	94.772	18.864	40.356
25	4	1	10.719	89.486	18.215	41.696
26	2	1	250.8	99.378	12.84	17.851
26	3	1	7.9617	94.899	20.431	40.144
26	4	1	11.474	89.566	19.17	41.378
27	2	1	251.31	99.438	12.84	17.779
27	3	1	8.2581	95.026	21.997	39.932
27	4	1	12.23	89.646	20.124	41.06
28	2	1	251.81	99.498	12.84	17.707
28	3	1	8.5546	95.153	23.564	39.72
28	4	1	12.986	89.725	21.079	40.742
29	2	1	252.31	99.557	12.84	17.635
29	3	1	10.914	94.972	22.264	39.72
29	4	1	13.741	89.805	22.034	40.424
30	2	1	252.82	99.617	12.84	17.563
30	3	1	13.273	94.79	20.963	39.72
30	4	1	14.497	89.884	22.988	40.106
31	2	1	253.32	99.677	12.84	17.491
31	3	1	15.633	94.609	19.662	39.72
31	4	1	16.557	89.717	21.93	40.106
32	2	1	253.82	99.737	12.84	17.419
32	3	1	17.992	94.427	18.362	39.72
32	4	1	18.617	89.55	20.872	40.106
33	2	1	254.33	99.797	12.84	17.347
33	3	1	20.352	94.246	17.061	39.72
33	4	1	20.677	89.383	19.814	40.106
34	2	1	254.83	99.857	12.84	17.275
34	3	1	22.711	94.064	15.76	39.72
34	4	1	22.738	89.216	18.756	40.106
35	2	1	255.33	99.917	12.84	17.203
35	3	1	25.071	93.883	14.459	39.72
35	4	1	24.798	89.049	17.698	40.106
36	2	1	255.84	99.977	12.84	17.131
36	3	1	25.579	94.476	15.899	39.255
36	4	1	25.633	88.771	17.698	40.106
37	2	1	256.34	100.04	12.84	17.059
37	3	1	26.087	95.068	17.339	38.789
37	4	1	26.747	88.771	17.698	40.106
38	2	1	256.85	100.1	12.84	16.988
38	3	1	26.595	95.661	18.779	38.323
38	4	1	27.991	89.102	17.698	40.106
39	2	1	257.35	100.16	12.84	16.916
39	3	1	27.103	96.254	20.219	37.857
39	4	1	29.235	89.434	17.698	40.106
40	2	1	257.92	100.22	12.84	16.857
40	3	1	27.611	96.847	21.659	37.391
40	4	1	30.479	89.766	17.698	40.106
41	2	1	258.49	100.29	12.84	16.797
41	3	1	29.003	96.938	21.114	37.391
41	4	1	31.847	89.641	17.698	40.106
42	2	1	259.06	100.35	12.84	16.738
42	3	1	30.394	97.029	20.57	37.391
42	4	1	33.215	89.517	17.698	40.106
43	2	1	259.63	100.41	12.84	16.679
43	3	1	31.786	97.119	20.025	37.391
43	4	1	34.584	89.393	17.698	40.106
44	2	1	260.2	100.48	12.84	16.62
44	3	1	33.177	97.21	19.481	37.391
44	4	1	35.952	89.268	17.698	40.106
45	2	1	260.77	100.54	12.84	16.561
45	3	1	34.569	97.301	18.936	37.391
45	4	1	37.32	89.268	17.698	40.106
46	2	1	261.34	100.61	12.84	16.502
46	3	1	35.96	97.392	18.392	37.391
46	4	1	38.689	89.268	17.698	40.106
47	2	1	261.91	100.67	12.84	16.443
47	3	1	37.352	97.482	17.847	37.391
47	4	1	40.057	89.268	17.698	40.106
48	2	1	262.48	100.74	12.84	16.384
48	3	1	38.622	97.456	18.641	37.471
48	4	1	41.426	89.268	17.698	40.106
49	2	1	263.04	100.8	12.84	16.325
49	3	1	39.893	97.429	19.435	37.55
49	4	1	42.794	89.268	17.698	40.106
50	2	1	263.61	100.87	12.84	16.265
50	3	1	41.163	97.403	20.229	37.629
50	4	1	44.162	89.268	17.698	40.106
51	2	1	264.18	100.93	12.84	16.206
51	3	1	42.433	97.376	21.023	37.709
51	4	1	45.531	89.268	17.698	40.106
52	2	1	264.75	101	12.84	16.147
52	3	1	43.704	97.35	21.817	37.788
52	4	1	46.899	89.268	17.698	40.106
53	2	1	265.32	101.06	12.84	16.088
53	3	1	44.974	97.323	22.612	37.868
53	4	1	48.143	89.268	17.698	40.106
54	2	1	265.89	101.12	12.84	16.029
54	3	1	46.245	97.297	23.406	37.947
54	4	1	49.387	89.268	17.698	40.106
55	2	1	266.46	101.19	12.84	15.97
55	3	1	47.515	97.271	24.2	38.026
55	4	1	50.631	89.268	17.698	40.106
56	2	1	267.03	101.25	12.84	15.911
56	3	1	48.745	97.121	23.9	37.756
56	4	1	51.875	89.268	17.698	40.106
57	2	1	267.6	101.32	12.84	15.852
57	3	1	49.975	96.971	23.6	37.486
57	4	1	53.119	89.268	17.698	40.106
58	2	1	268.17	101.38	12.84	15.793
58	3	1	51.205	96.821	23.3	37.216
58	4	1	54.761	89.218	17.698	40.106
59	2	1	268.74	101.45	12.84	15.733
59	3	1	52.435	96.671	23	36.947
59	4	1	56.403	89.169	17.698	40.106
60	2	1	269.23	101.46	12.84	15.733
60	3	1	53.665	96.521	22.7	36.677
60	4	1	58.045	89.119	17.698	40.106
61	2	1	269.72	101.48	12.84	15.733
61	3	1	54.895	96.371	22.4	36.407
61	4	1	59.687	89.069	17.698	40.106
62	2	1	270.2	101.49	12.84	15.733
62	3	1	56.874	96.299	21.644	36.767
62	4	1	61.33	89.019	17.698	40.106
63	2	1	270.69	101.5	12.84	15.733
63	3	1	58.854	96.227	20.888	37.126
63	4	1	62.275	89.019	18.146	40.106
64	2	1	271.18	101.52	12.84	15.733
64	3	1	60.834	96.155	20.132	37.486
64	4	1	63.22	89.019	18.594	40.106
65	2	1	271.66	101.53	12.84	15.733
65	3	1	62.814	96.083	19.376	37.846
65	4	1	64.166	89.019	19.042	40.106
66	2	1	272.15	101.55	12.84	15.733
66	3	1	64.794	96.011	18.62	38.206
66	4	1	65.111	89.019	19.49	40.106
67	2	1	272.64	101.56	12.84	15.733
67	3	1	65.592	96.08	19.454	38.345
67	4	1	66.057	89.019	19.938	40.106
68	2	1	273.13	101.58	12.84	15.733
68	3	1	66.391	96.15	20.287	38.484
68	4	1	67.052	89.144	20.622	40.106
69	2	1	273.61	101.59	12.84	15.733
69	3	1	67.189	96.219	21.12	38.623
69	4	1	68.047	89.268	21.306	40.106
70	2	1	274.1	101.6	12.84	15.733
70	3	1	67.988	96.288	21.954	38.762
70	4	1	69.042	89.393	21.99	40.106
71	2	1	274.59	101.62	12.84	15.733
71	3	1	68.787	96.358	22.787	38.901
71	4	1	70.037	89.517	22.674	40.106
72	2	1	275.07	101.63	12.84	15.733
72	3	1	69.585	96.427	23.62	39.04
72	4	1	71.758	89.418	22.112	40.238
73	2	1	275.56	101.65	12.84	15.733
73	3	1	70.384	96.497	24.454	39.179
73	4	1	73.478	89.318	21.55	40.37
74	2	1	276.05	101.66	12.84	15.733
74	3	1	72.693	96.213	22.995	39.422
74	4	1	75.199	89.219	20.987	40.503
75	2	1	276.67	101.63	12.84	15.733
75	3	1	75.002	95.93	21.537	39.665
75	4	1	76.919	89.12	20.425	40.635
76	2	1	277.28	101.61	12.84	15.733
76	3	1	77.311	95.646	20.079	39.908
76	4	1	78.639	89.021	19.862	40.767
77	2	1	277.9	101.58	12.84	15.733
77	3	1	79.62	95.363	18.62	40.151
77	4	1	80.36	88.921	19.3	40.9
78	2	1	278.52	101.55	12.84	15.733
78	3	1	81.929	95.079	17.162	40.394
78	4	1	82.08	88.822	18.737	41.032
79	2	1	279.14	101.53	12.84	15.733
79	3	1	84.239	94.795	15.703	40.637
79	4	1	83.801	88.723	18.175	41.164
80	2	1	279.76	101.5	12.84	15.733
80	3	1	84.69	94.83	17.197	40.706
80	4	1	84.822	88.761	18.704	41.316
81	2	1	280.37	101.47	12.84	15.733
81	3	1	85.141	94.865	18.69	40.776
81	4	1	85.843	88.799	19.234	41.467
82	2	1	280.99	101.45	12.84	15.733
82	3	1	85.593	94.9	20.183	40.845
82	4	1	86.863	88.836	19.763	41.618
83	2	1	281.61	101.42	12.84	15.733
83	3	1	86.044	94.934	21.676	40.915
83	4	1	87.884	88.874	20.292	41.769
84	2	1	282.23	101.39	12.84	15.733
84	3	1	86.496	94.969	23.169	40.984
84	4	1	88.905	88.912	20.822	41.921
85	2	1	282.85	101.37	12.84	15.733
85	3	1	86.947	95.004	24.662	41.054
85	4	1	89.926	88.95	21.351	42.072
86	2	1	283.46	101.34	12.84	15.733
86	3	1	87.398	95.038	26.155	41.123
86	4	1	90.947	88.988	21.88	42.223
87	2	1	283.74	101.35	12.84	15.733
87	3	1	89.69	94.761	24.766	41.193
87	4	1	93.02	88.855	20.866	42.091
88	2	1	284.02	101.35	12.84	15.733
88	3	1	91.982	94.483	23.377	41.262
88	4	1	95.094	88.723	19.851	41.958
89	2	1	284.29	101.36	12.84	15.733
89	3	1	94.273	94.205	21.988	41.331
89	4	1	97.167	88.591	18.837	41.826
90	2	1	284.57	101.37	12.84	15.733
90	3	1	96.565	93.927	20.599	41.401
90	4	1	99.24	88.458	17.822	41.694
91	2	1	284.84	101.38	12.84	15.733
91	3	1	98.857	93.65	19.21	41.47
91	4	1	101.31	88.326	16.807	41.561
92	2	1	285.12	101.38	12.84	15.733
92	3	1	101.15	93.372	17.822	41.54
92	4	1	103.39	88.194	15.793	41.429
93	2	1	285.39	101.39	12.84	15.733
93	3	1	103.44	93.094	16.433	41.609
93	4	1	103.56	88.414	17.425	41.297
94	2	1	285.67	101.4	12.84	15.733
94	3	1	104.07	93.288	18.134	41.415
94	4	1	103.74	88.635	19.057	41.164
95	2	1	285.95	101.41	12.84	15.733
95	3	1	104.7	93.483	19.835	41.22
95	4	1	103.92	88.855	20.689	41.032
96	2	1	286.22	101.41	12.84	15.733
